STN code,Monitoring Location,Type Water Body,State Name,Date,latitude,longitude,Temperature (C),Dissolved Oxygen (mg/L),pH,Conductivity (µmho/cm),BOD (mg/L),NitrateN (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml)
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-01-01,24.112461,87.310836,27.47,5.94,7.36,203.21,1.4,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-01-31,24.112461,87.310836,26.9,6.16,7.65,204.16,1.51,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-03-02,24.112461,87.310836,25.72,6.2,7.6,203.59,1.46,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-04-01,24.112461,87.310836,26.92,6.6,7.9,211.48,1.53,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-05-01,24.112461,87.310836,26.19,6.61,8.15,211.27,1.51,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-05-31,24.112461,87.310836,28.56,6.64,8.04,222.78,1.45,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-06-30,24.112461,87.310836,28.55,6.73,7.67,216.69,1.53,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-07-30,24.112461,87.310836,28.91,6.58,7.88,227.39,1.57,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-08-29,24.112461,87.310836,28.2,6.68,8.38,214.41,1.61,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-09-28,24.112461,87.310836,27.79,6.58,7.92,216.98,1.54,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-10-28,24.112461,87.310836,29.8,6.83,8.23,218.22,1.53,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-11-27,24.112461,87.310836,29.03,6.86,8.45,229.52,1.61,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2023-12-27,24.112461,87.310836,27.83,7.08,8.3,230.47,1.66,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-01-26,24.112461,87.310836,28.45,6.7,8.36,237.02,1.63,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-02-25,24.112461,87.310836,29.43,7.03,8.5,230.95,1.63,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-03-26,24.112461,87.310836,30.07,6.92,8.32,229.69,1.57,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-04-25,24.112461,87.310836,30.93,7.14,8.37,235.47,1.69,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-05-25,24.112461,87.310836,28.97,7.13,8.82,229.32,1.68,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-06-24,24.112461,87.310836,31.3,7.02,9.06,235.9,1.69,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-07-24,24.112461,87.310836,31.3,7.36,8.99,239.11,1.63,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-08-23,24.112461,87.310836,31.96,7.51,9.04,238.71,1.63,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-09-22,24.112461,87.310836,32.19,7.08,8.61,249.3,1.68,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-10-22,24.112461,87.310836,30.81,7.62,8.96,238.47,1.74,,,
2401,RIVER AJAY AT MASANJORE DAM,RIVER,JHARKHAND,2024-11-21,24.112461,87.310836,31.53,7.32,8.76,249.53,1.76,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-01-01,23.79413,85.863369,26.41,7.87,7.65,,2.14,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-01-31,23.79413,85.863369,26.26,7.25,7.53,,2.32,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-03-02,23.79413,85.863369,26.14,7.9,7.31,,2.2,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-04-01,23.79413,85.863369,26.81,7.57,7.64,,2.35,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-05-01,23.79413,85.863369,25.57,7.74,7.21,,2.26,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-05-31,23.79413,85.863369,27.57,7.9,7.27,,2.35,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-06-30,23.79413,85.863369,25.57,7.93,7.68,,2.32,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-07-30,23.79413,85.863369,27.66,7.93,7.35,,2.2,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-08-29,23.79413,85.863369,26.38,7.37,7.11,,2.2,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-09-28,23.79413,85.863369,25.26,7.5,7.48,,2.27,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-10-28,23.79413,85.863369,26.05,7.23,7.81,,2.25,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-11-27,23.79413,85.863369,26.87,7.28,7.38,,2.33,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2023-12-27,23.79413,85.863369,25.19,7.53,7.54,,2.34,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-01-26,23.79413,85.863369,27.17,7.47,7.08,,2.18,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-02-25,23.79413,85.863369,26.4,7.62,7.42,,2.34,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-03-26,23.79413,85.863369,27.21,7.39,7.14,,2.3,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-04-25,23.79413,85.863369,25.84,7.41,7.23,,2.31,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-05-25,23.79413,85.863369,25.71,7.62,7.32,,2.3,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-06-24,23.79413,85.863369,27.34,7.34,7.29,,2.25,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-07-24,23.79413,85.863369,25.53,7.7,7.71,,2.35,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-08-23,23.79413,85.863369,25.26,7.4,7.27,,2.34,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-09-22,23.79413,85.863369,25.88,7.28,7.08,,2.15,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-10-22,23.79413,85.863369,27.12,7.97,7.52,,2.24,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",RIVER,JHARKHAND,2024-11-21,23.79413,85.863369,26.57,7.28,7.72,,2.22,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-01-01,23.780586,85.876131,25.41,7.9,7.26,,1.71,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-01-31,23.780586,85.876131,24.02,7.66,7.66,,1.67,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-03-02,23.780586,85.876131,25.83,7.67,7.55,,1.6,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-04-01,23.780586,85.876131,24.05,7.79,7.48,,1.69,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-05-01,23.780586,85.876131,25.27,7.62,8.07,,1.75,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-05-31,23.780586,85.876131,25.0,7.9,7.68,,1.67,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-06-30,23.780586,85.876131,25.89,7.9,7.89,,1.79,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-07-30,23.780586,85.876131,26.92,8.32,8.41,,1.7,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-08-29,23.780586,85.876131,26.51,8.56,7.92,,1.81,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-09-28,23.780586,85.876131,27.31,8.41,8.37,,1.85,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-10-28,23.780586,85.876131,27.34,8.5,8.05,,1.73,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-11-27,23.780586,85.876131,26.29,8.42,8.56,,1.85,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2023-12-27,23.780586,85.876131,26.46,8.35,7.98,,1.76,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-01-26,23.780586,85.876131,26.21,8.27,8.2,,1.83,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-02-25,23.780586,85.876131,28.19,8.39,8.2,,1.83,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-03-26,23.780586,85.876131,26.91,8.93,8.77,,1.93,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-04-25,23.780586,85.876131,28.16,8.49,8.49,,1.84,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-05-25,23.780586,85.876131,27.71,9.17,8.71,,1.86,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-06-24,23.780586,85.876131,28.34,8.68,8.45,,1.87,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-07-24,23.780586,85.876131,28.64,8.94,9.04,,1.88,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-08-23,23.780586,85.876131,27.59,9.21,9.16,,1.86,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-09-22,23.780586,85.876131,27.98,8.96,8.6,,2.0,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-10-22,23.780586,85.876131,30.19,9.03,9.2,,1.96,,,
2390,RIVER KONAR AT TENUGHAT DAM,RIVER,JHARKHAND,2024-11-21,23.780586,85.876131,29.13,8.99,9.29,,1.9,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-01-01,23.7127,86.192737,23.22,7.19,7.52,,2.82,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-01-31,23.7127,86.192737,22.45,6.72,7.32,,2.9,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-03-02,23.7127,86.192737,23.35,7.24,7.27,,2.92,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-04-01,23.7127,86.192737,22.27,7.51,7.72,,2.86,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-05-01,23.7127,86.192737,23.54,7.33,7.92,,2.97,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-05-31,23.7127,86.192737,24.26,7.55,7.38,,2.97,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-06-30,23.7127,86.192737,23.11,7.04,7.94,,3.1,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-07-30,23.7127,86.192737,24.49,7.39,7.62,,3.18,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-08-29,23.7127,86.192737,24.54,7.38,7.8,,3.03,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-09-28,23.7127,86.192737,23.65,7.43,8.25,,3.14,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-10-28,23.7127,86.192737,24.97,7.26,7.8,,3.07,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-11-27,23.7127,86.192737,24.67,7.39,7.74,,3.27,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2023-12-27,23.7127,86.192737,24.47,7.4,8.4,,3.26,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-01-26,23.7127,86.192737,24.26,7.53,8.35,,3.12,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-02-25,23.7127,86.192737,25.1,8.06,8.31,,3.21,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-03-26,23.7127,86.192737,25.85,7.65,7.93,,3.26,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-04-25,23.7127,86.192737,26.1,8.26,8.28,,3.3,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-05-25,23.7127,86.192737,25.15,7.87,8.05,,3.45,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-06-24,23.7127,86.192737,25.18,7.96,8.68,,3.33,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-07-24,23.7127,86.192737,26.56,8.43,8.8,,3.49,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-08-23,23.7127,86.192737,25.83,7.9,8.22,,3.38,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-09-22,23.7127,86.192737,27.49,8.56,8.48,,3.42,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-10-22,23.7127,86.192737,27.66,8.56,8.52,,3.45,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,RIVER,JHARKHAND,2024-11-21,23.7127,86.192737,27.43,8.66,8.46,,3.48,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-01-01,23.770609,85.922067,24.99,7.75,7.23,,2.11,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-01-31,23.770609,85.922067,26.75,7.97,7.43,,2.12,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-03-02,23.770609,85.922067,26.78,7.7,7.51,,2.09,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-04-01,23.770609,85.922067,24.77,7.86,7.23,,2.11,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-05-01,23.770609,85.922067,26.14,7.34,7.2,,2.12,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-05-31,23.770609,85.922067,23.92,7.3,6.92,,2.03,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-06-30,23.770609,85.922067,23.95,7.39,7.25,,2.15,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-07-30,23.770609,85.922067,23.52,7.03,6.71,,2.17,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-08-29,23.770609,85.922067,24.35,6.96,6.9,,1.98,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-09-28,23.770609,85.922067,23.61,6.98,7.06,,2.13,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-10-28,23.770609,85.922067,22.77,7.17,6.8,,1.94,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-11-27,23.770609,85.922067,23.46,7.02,6.3,,1.9,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2023-12-27,23.770609,85.922067,24.38,6.89,6.32,,1.93,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-01-26,23.770609,85.922067,22.46,6.82,6.2,,2.01,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-02-25,23.770609,85.922067,23.44,6.58,6.1,,1.96,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-03-26,23.770609,85.922067,23.47,6.77,6.09,,2.01,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-04-25,23.770609,85.922067,22.92,6.64,6.03,,1.98,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-05-25,23.770609,85.922067,22.87,6.49,6.18,,1.83,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-06-24,23.770609,85.922067,23.15,6.26,6.25,,1.8,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-07-24,23.770609,85.922067,22.24,6.73,6.5,,1.8,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-08-23,23.770609,85.922067,20.61,6.79,5.75,,1.81,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-09-22,23.770609,85.922067,20.74,6.36,5.77,,1.76,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-10-22,23.770609,85.922067,20.14,5.92,5.61,,1.8,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,RIVER,JHARKHAND,2024-11-21,23.770609,85.922067,21.67,6.35,5.78,,1.73,,,
1034,"RIVER SANKH AT BOLBA, JHARKHAND",RIVER,JHARKHAND,2023-01-01,22.460644,84.331716,19.67,8.4,7.24,,1.47,,,
1034,"RIVER SANKH AT BOLBA, JHARKHAND",RIVER,JHARKHAND,2023-01-31,22.460644,84.331716,19.65,8.06,7.62,,1.43,,,
1034,"RIVER SANKH AT BOLBA, JHARKHAND",RIVER,JHARKHAND,2023-03-02,22.460644,84.331716,19.94,7.97,7.59,,1.49,,,
1034,"RIVER SANKH AT BOLBA, JHARKHAND",RIVER,JHARKHAND,2023-04-01,22.460644,84.331716,19.75,8.42,7.56,,1.5,,,
1034,"RIVER SANKH AT BOLBA, JHARKHAND",RIVER,JHARKHAND,2023-05-01,22.460644,84.331716,20.62,8.78,7.5,,1.45,,,
1034,"RIVER SANKH AT BOLBA, JHARKHAND",RIVER,JHARKHAND,2023-05-31,22.460644,84.331716,19.67,8.49,7.9,,1.47,,,
1034,"RIVER SANKH AT BOLBA, JHARKHAND",RIVER,JHARKHAND,2023-06-30,22.460644,84.331716,21.25,8.59,7.51,,1.58,,,
1034,"RIVER SANKH AT BOLBA, JHARKHAND",RIVER,JHARKHAND,2023-07-30,22.460644,84.331716,19.91,8.54,7.89,,1.58,,,
