src,dst,cluster,distance_km,weight,edge_type
4000,3553,GANGA,1.0833243458145958,0.9785665453799667,downstream
2381,4000,GANGA,28.292509650551008,0.5678771362881819,downstream
2392,2401,GANGA,62.22907323629353,0.28806144678076673,downstream
3555,2381,GANGA,0.8917580428628749,0.9823229442852548,downstream
4083,2396,GANGA,39.911589950052125,0.45012417087594,downstream
3553,2392,GANGA,62.74361424676688,0.28511225902989795,downstream
4361,4357,GODAVARI,136.2572002770004,0.06553676438130913,downstream
4362,4361,GODAVARI,13.08786565162486,0.7696977966671442,downstream
4363,4362,GODAVARI,1.8391114441600893,0.9638860190297525,downstream
4371,3053,GODAVARI,77.68163064192133,0.21147835781690194,downstream
4378,4371,GODAVARI,50.3192051733248,0.36553834161799503,downstream
3051,4356,GODAVARI,42.07811738545473,0.43103656809518404,downstream
4356,4374,GODAVARI,46.740197715563944,0.392662837842707,downstream
2354,4363,GODAVARI,14.457368907523858,0.7489018255031448,downstream
4374,4371,GODAVARI,46.56088665329585,0.39407354169017744,downstream
2355,4361,GODAVARI,26.96764329285597,0.5831254907135446,downstream
3052,3051,GODAVARI,9.64746344401956,0.824523802093734,downstream
3053,2355,GODAVARI,9.1905597073166,0.8320928930055218,downstream
3054,4665,GODAVARI,57.66767162022626,0.3155767277585057,downstream
4383,4370,KRISHNA,105.03624931199496,0.12236768120159401,downstream
4385,4386,KRISHNA,47.9009769723215,0.38365194162381455,downstream
4386,4383,KRISHNA,27.92602221826118,0.5720548249588889,downstream
4013,4016,KRISHNA,11.22582001708752,0.7989024743188764,downstream
4014,2268,KRISHNA,15.360589256550607,0.7354948175452432,downstream
4015,4014,KRISHNA,7.5608916280289105,0.8596604162321452,downstream
4016,4015,KRISHNA,11.382814579530173,0.796397941469129,downstream
2265,2266,KRISHNA,2.6288931418151673,0.9487804434433227,downstream
2268,2265,KRISHNA,35.90611740782325,0.48766706580915026,downstream
2267,2268,KRISHNA,17.945327795928804,0.6984396133504519,downstream
4017,2265,KRISHNA,5.6878709086531,0.8924744277024494,downstream
2790,4013,KRISHNA,135.19794387344652,0.06693998030157083,downstream
1034,3923,MAHANADI,54.48886993860009,0.3362913442417071,downstream
4352,4349,MAHANADI,8.439323821420317,0.8446892451962565,downstream
1614,2125,NARMADA,1.0684895196038091,0.9788569257479874,downstream
2108,2125,NARMADA,91.51114474884876,0.16037781638122808,downstream
2124,1614,NARMADA,0.07043301179090265,0.998592331460303,downstream
30080,2108,NARMADA,10.374370396903814,0.8126234743137823,downstream
2955,3309,NARMADA,41.88968112641923,0.43266409138081735,downstream
4421,2073,NARMADA,91.38086758121518,0.16079623259869927,downstream
3877,4451,OTHER,51.614224005033016,0.35619231614570934,downstream
3878,3877,OTHER,2.884862288202249,0.9439356847075457,downstream
5521,3877,OTHER,,,downstream
5522,3877,OTHER,,,downstream
5619,3877,OTHER,,,downstream
5623,3877,OTHER,,,downstream
5617,3877,OTHER,,,downstream
5621,3877,OTHER,,,downstream
5622,3877,OTHER,,,downstream
5620,3877,OTHER,,,downstream
4450,5521,OTHER,,,downstream
4451,5521,OTHER,,,downstream
3868,3878,OTHER,42.71404312459471,0.42558913817237704,downstream
4463,3877,OTHER,0.6917997210126845,0.9862592830249624,downstream
4481,4451,OTHER,120.65983974456334,0.08952863194234582,downstream
5253,3877,OTHER,,,downstream
4426,4451,OTHER,61.16409054311117,0.29426286547372593,downstream
4454,3877,OTHER,138.77886752406044,0.06231348957889104,downstream
4466,3877,OTHER,142.22616598511854,0.05816198480519644,downstream
5257,3877,OTHER,,,downstream
4477,3877,OTHER,28.550998563539615,0.5649489130689334,downstream
4455,3877,OTHER,142.51772937732397,0.057823813635042486,downstream
4482,4451,OTHER,125.11296955107976,0.0818997458730086,downstream
4475,3877,OTHER,61.730952354820275,0.29094557782143604,downstream
4476,3878,OTHER,54.02570743545324,0.3394209679219839,downstream
4034,4455,OTHER,23.259615838702853,0.6280143158878155,downstream
4035,4455,OTHER,23.653624937138584,0.6230848966684817,downstream
4462,3877,OTHER,1.066381557370762,0.9788981944865315,downstream
3867,3877,OTHER,27.871862540229056,0.5726748067811585,downstream
20046,5521,OTHER,,,downstream
1510,30023,YAMUNA,5.878812981229114,0.8890727088101675,downstream
4027,4028,YAMUNA,4.793890153383918,0.908575034367504,downstream
4028,2623,YAMUNA,39.922054561749064,0.45002997324042815,downstream
4427,3876,YAMUNA,4.09793776308068,0.9213099571008796,downstream
2621,4027,YAMUNA,11.39801190543783,0.7961559158710373,downstream
3876,2621,YAMUNA,1.098446020415412,0.9782706388307579,downstream
2622,1510,YAMUNA,11.133400482374224,0.8003805238036712,downstream
2623,3860,YAMUNA,3.761013665988151,0.9275391516964908,downstream
3860,2622,YAMUNA,0.43099170671440573,0.9914172101211046,downstream
3832,2107,YAMUNA,79.00264413988582,0.20596420595343942,downstream
2956,2953,YAMUNA,27.70482878795988,0.574591126335555,downstream
2951,2956,YAMUNA,103.59446322446492,0.12594760844559277,downstream
2952,2951,YAMUNA,121.90946697857096,0.0873188131309602,downstream
1479,2057,YAMUNA,25.74459190182006,0.5975652249510117,downstream
1013,4430,YAMUNA,11.395348632693507,0.796198324607507,downstream
4446,4447,YAMUNA,0.842691392926163,0.9832874033562528,downstream
4447,4474,YAMUNA,4.421656804820749,0.9153643135210506,downstream
4032,1015,YAMUNA,14.262528802055193,0.7518258411715778,downstream
4033,4032,YAMUNA,2.253925648111071,0.9559224265853684,downstream
30009,1016,YAMUNA,3.681752333837862,0.9290106775150027,downstream
1014,1015,YAMUNA,3.6311217819102244,0.9299518804377981,downstream
1015,1013,YAMUNA,27.362369979109285,0.5785401103957246,downstream
1016,1814,YAMUNA,30.259370120678962,0.5459721005625396,downstream
30010,3881,YAMUNA,13.46688825582771,0.7638851982962299,downstream
1814,30010,YAMUNA,16.78141445314121,0.7148887884159527,downstream
4861,3047,YAMUNA,0.2932189112997635,0.9941527836756443,downstream
3047,2057,YAMUNA,34.60448060466833,0.5005290639446507,downstream
4464,4032,YAMUNA,4.782454469971349,0.9087828616620612,downstream
3881,4036,YAMUNA,28.627517362055357,0.5640849900600363,downstream
3879,3881,YAMUNA,3.9062201403269508,0.9248493655300334,downstream
4425,4427,YAMUNA,21.376969802890915,0.6521117108594128,downstream
4474,4425,YAMUNA,55.927194457590815,0.32675524023828667,downstream
4036,4430,YAMUNA,15.457513486771493,0.7340704531650443,downstream
4430,4425,YAMUNA,12.081440206714694,0.7853476412509972,downstream
1870,3875,YAMUNA,14.919846890720013,0.7420067507469735,downstream
3875,4480,YAMUNA,0.5543824795266434,0.9889735918460142,downstream
4480,2621,YAMUNA,8.711183623976517,0.8401089673859891,downstream
3050,2057,YAMUNA,14.16358538369207,0.7533150785627672,downstream
